"","Label","Months.closed","F.Mortality","Selectivity","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","CatchTotal","RevenueTotal","Biomass","Profit"
"19","102-0.576057",0,0.318057,102,18,343794.41922247,264722.769389614,203669.304911214,156524.757680688,120119.796245235,92018.9716025957,70349.4463604912,53669.8222559787,40831.6992347101,30938.8186513469,23318.7275641466,12709.7440251031,6880.81440675614,3695.21186640995,1954.98039977555,1004.88330487549,497.611749060736,322.554311183482,137519.846445836,592710.538181555,3640600139.9272,565194.906178314
"20","102-0.576057",0,0.318057,102,19,344724.782867486,265613.929116251,204523.549460558,157353.933900936,120930.281490792,92803.9818607243,71093.4187235482,54351.6468394776,41465.0487829954,31546.3761475612,23903.1837770515,13107.6993716299,7144.27934856816,3867.77736596624,2077.11703505866,1098.91482231159,564.855360467001,362.622268336533,143749.629210937,619560.90189914,3694331587.15236,592045.269895899
"21","102-0.576057",0,0.318057,102,20,345466.332065371,266332.723632516,205212.055216403,158013.919166812,121570.899085132,93430.1588971347,71699.9139061335,54926.4363399948,41991.82320534,32035.6989888235,24372.5798018575,13436.2282895807,7367.97418917457,4015.87375084556,2174.11789772909,1167.56909571264,617.71145472086,407.667499501293,148929.511354657,641886.193938572,3738337446.3257,614370.561935331
"22","105-0.576057",0,0.318057,105,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,3856.52816955446,16621.6364107797,586703772.311464,0
"23","105-0.576057",0,0.318057,105,1,177968.601181278,136717.176350904,105821.790809874,69489.4697103091,39146.2736633932,22057.0320387745,12430.7359950189,7007.26150384225,3951.03560591202,2228.40970308268,1257.2220214472,709.535698897112,291.45076521595,164.611724469026,93.0137682762967,52.5827214833084,29.7418930976936,44.0682011193458,3675.76983927032,15842.5680072551,764456107.885358,-779.068403524654
"24","105-0.576057",0,0.318057,105,2,208615.555010202,137497.692737395,105627.038595831,81757.4110327257,53687.2329798236,30244.2243870906,17041.157787587,9603.92736133161,5413.77682799495,3052.55127101234,1721.6587117825,971.323739469945,398.837398352829,163.827507378916,92.5299629428784,52.2840068624799,29.5572948159092,49.5423886686716,4228.8887288027,18226.5104211396,959737441.195633,1604.87401035989
"25","105-0.576057",0,0.318057,105,3,236934.315499224,161175.383144222,106230.061834615,81606.9464007134,63165.3859532903,41478.5002252256,23366.5435602383,13165.9172562716,7419.94848886608,4182.65816499987,2358.38655774607,1330.14531203851,545.991179599139,224.19065111468,92.0891463575401,52.0120548510593,29.3893842197174,55.6965842184155,5319.99345520914,22929.1717919514,1165495744.26348,6307.53538117164
"26","105-0.576057",0,0.318057,105,4,259143.816795946,183054.322477219,124523.332550234,82072.8392798475,63049.1376959968,48801.276021706,32046.0915089555,18052.880145459,10171.9248985097,5732.61682497694,3231.50175581201,1822.07820997969,747.688518716211,306.907322539792,126.019897468995,51.764267262189,29.2365171647117,62.6152589118233,7011.11961052774,30217.9255213746,1380699316.58947,13596.2891105948
"27","105-0.576057",0,0.318057,105,5,275378.579112931,200213.277286539,141426.896762464,96206.133014376,63409.0843130884,48711.4631723803,37703.6331751042,24758.6575074813,13947.5691261794,7858.78067793838,4428.99242647314,2496.64284908553,1024.20911871421,420.283495314724,172.515799060525,70.8370954771545,29.097233183028,70.3933769658056,9441.77317323858,40694.0423766583,1605483987.19365,24072.4059658785
"28","105-0.576057",0,0.318057,105,6,288314.904958244,212756.177247031,154683.823436082,109265.746130358,74328.3996663519,48989.5562125583,37634.2441959333,29129.6472241941,19128.4207436485,10775.825406368,6071.65648194925,3421.81843173084,1403.38892051978,575.718601491328,236.245725341953,96.9729255046779,39.8182683561861,79.1376991290273,12836.8577165756,55326.856758441,1837910900.98001,38705.2203476613
"29","105-0.576057",0,0.318057,105,7,299455.254890119,222750.720916102,164374.408142353,119507.984470787,84418.1944929209,57425.7671923617,37849.0975528569,29076.0376297259,22505.4265583692,14778.5266642781,8325.35133097664,4690.93284894511,1923.43974104281,788.859513069347,323.617415669211,132.796180113025,54.5094903315877,88.9682480566128,17525.2749802566,75533.935164906,2073422414.14283,58912.2987541263
"30","105-0.576057",0,0.318057,105,8,308950.42381437,231357.702157471,172096.144928161,126994.88401118,92331.2990008391,65221.094568306,44366.8739329011,29242.0323088873,22464.0080412879,17387.5852555287,11417.8192383863,6432.12674392762,2636.82215881345,1081.1854898892,443.426139583262,181.908716260223,74.6461144517447,100.019955714882,23947.6492304169,103214.368183097,2306042811.17778,86592.7317723171
"31","105-0.576057",0,0.318057,105,9,316849.249690732,238693.624396397,178745.857598077,132960.66103548,98115.64188901,71334.7213822875,50389.5066962683,34277.6352640485,22592.2547389631,17355.5855067107,13433.5654662742,8821.35270463605,3615.56536254809,1482.18516894207,607.745612510426,249.254446461152,102.252781986451,112.444515428035,32748.7634384501,141147.17041972,2529248173.64996,124525.53400894
